Tweet,total_characters,count_sentences,avg_words_length,count_words,count_unique_words,num_uppercase_chars,num_lowercase_chars,num_uppercase_words,num_lowercase_words,count_punctuations,count_blanks,count_numbers,count_special_characters,coleman_liau_index,gunning_fog,ari,dale_chall_readability,smog_index,linsear_write,flesch_kincaid_grade_level,flesch_reading_ease,Class
"Courage is not something you lose, but something you gain. It? about being enriched and enlightened. #courage",109,3,5.470588235,17,15,2,86,0,15,5,16,0,5,16.67764706,23.44313725,10.4945098,0.8432,11.20814326,1.705882353,6,61.74215686,0
The #COVID19 pandemic has reshaped our world in ways we could never imagine. #pandemicimpact,92,1,5.642857143,14,14,6,68,1,12,3,13,2,3,20.72571429,17.02857143,12.34857143,0.6944,11.20814326,1.142857143,6,77.81071429,0
We've seen the power of science and global collaboration in the speedy development of #COVID19 vaccines.,104,1,5.5625,16,14,6,78,1,15,3,15,2,3,20.57,18.9,16.890625,0.7936,13.0238668,1.3125,5,84.845,0
The pandemic has highlighted the need for robust healthcare infrastructure worldwide. #COVID19Impact,100,1,7.416666667,12,12,7,78,0,10,2,11,2,2,30.73333333,24.8,20.035,0.5952,11.20814326,1.333333333,6,74.805,0
"The way we work has changed forever. Remote working is now a viable, and sometimes preferred, option. #WorkFromHome",115,2,5.444444444,18,18,5,88,0,15,5,17,0,5,18.47777778,19.15555556,10.615,0.8928,13.0238668,1.444444444,6,66.1,0
Global economies have taken a hit. It's a call to rethink economic resilience. #COVID19EconomicImpact,101,2,6.285714286,14,13,9,73,0,12,4,13,2,4,22.39142857,14.22857143,13.53690476,0.6944,14.55459255,0.928571429,7,54.70142857,0
#COVID19 has shown us the importance of mental health. Let's not forget this lesson post-pandemic.,98,2,5.6,15,15,6,71,1,15,5,14,2,5,18.66933333,8.333333333,12.15,0.744,8.841846275,0.533333333,1,103.3425,0
Education has been disrupted. We've seen a swift turn towards online learning platforms. #COVID19EducationImpact,112,2,7.071428571,14,14,9,84,0,12,4,13,2,4,27.01142857,17.08571429,17.23761905,0.6944,8.841846275,1.071428571,5,72.83,0
The pandemic has amplified existing social inequalities. It's time to build a more equal world. #COVID19SocialImpact,116,2,6.3125,16,16,9,86,0,14,4,15,2,4,23.13,20.7,14.20666667,0.7936,13.0238668,1.375,5,71.815,0
Our healthcare workers have been true heroes. Their dedication and resilience will never be forgotten. #HealthcareHeroes,120,2,6.5625,16,16,4,98,0,13,3,15,0,3,24.6,18.2,15.38416667,0.7936,13.0238668,1.1875,7,61.24,0
"The pandemic has sparked innovation in various sectors, from healthcare to technology. #COVID19Innovation",105,1,7.153846154,13,13,7,81,0,11,3,12,2,3,29.41538462,23.66153846,19.13769231,0.6448,11.20814326,1.538461538,9,50.47076923,0
Small businesses have been significantly impacted. Supporting local is more important than ever. #SupportLocal,110,2,6.928571429,14,14,4,90,0,11,3,13,0,3,26.17142857,19.94285714,16.5647619,0.6944,15.90318901,1.357142857,11,30.53,0
"#COVID19 has shown us that when humanity faces a common threat, we can unite for the common good.",97,1,4.444444444,18,17,5,70,1,17,3,17,2,3,14.24222222,11.64444444,12.69,0.8928,3.1291,0.444444444,3,103.965,0
Climate change took a backseat during the pandemic. It's time to refocus on this global threat. #ClimateChange,110,2,5.529411765,17,17,4,86,0,15,4,16,0,4,18.76470588,15.16470588,10.77156863,0.8432,11.20814326,1,4,83.74867647,0
The arts and entertainment industry has been heavily impacted. Let's show our support for these artists. #ArtsCovidImpact,121,2,6.176470588,17,17,5,96,0,15,4,16,0,4,22.56941176,15.16470588,13.81921569,0.8432,13.0238668,1.117647059,5,73.79573529,0
The importance of accurate and timely information has never been clearer. #COVID19Communication,95,1,7,12,12,7,73,0,10,2,11,2,2,28.28333333,24.8,18.0725,0.5952,11.20814326,1.666666667,8,60.705,0
The pandemic has emphasized the need for accessible healthcare for all. #HealthcareForAll,89,1,6.5,12,11,4,72,0,10,2,11,0,2,25.34333333,21.46666667,15.7175,0.5952,13.0238668,1.333333333,8,60.705,0
Food security issues have been exacerbated by the pandemic. We need to address this. #FoodSecurity,98,2,5.6,15,15,4,77,0,12,3,14,0,3,18.66933333,16.33333333,10.586,0.744,13.0238668,1.133333333,5,75.1425,0
The pandemic has had a significant impact on mental health worldwide. Let's keep the conversation going. #MentalHealthMatters,125,2,6.411764706,17,17,5,100,0,15,4,16,0,4,23.95294118,15.16470588,14.92745098,0.8432,14.55459255,0.941176471,6,63.84279412,0
Many have faced job loss due to #COVID19. It's time to rethink our employment strategies.,89,2,5,15,14,7,62,1,13,4,14,2,4,15.14133333,8.333333333,9.324,0.744,8.841846275,0.933333333,1,103.3425,0
Travel restrictions due to the pandemic have reshaped the tourism industry. #COVID19TravelImpact,96,1,7.083333333,12,11,8,73,0,10,2,11,2,2,28.77333333,24.8,18.465,0.5952,8.841846275,2,6,74.805,0
"The pandemic has highlighted the digital divide. Internet access is a necessity, not a luxury. #DigitalDivide",109,2,5.875,16,15,4,86,0,13,4,15,0,4,20.5575,23.2,12.14604167,0.7936,14.55459255,1.4375,8,50.665,0
We've seen an increase in domestic violence during lockdowns. We must address this. #EndDomesticViolence,104,2,6.5,14,14,5,82,0,12,4,13,0,4,23.65142857,14.22857143,14.54619048,0.6944,8.841846275,0.928571429,1,97.00142857,0
The pandemic has shown us that preparedness is key. Let's learn from this. #COVID19Lessons,90,2,5.5,14,14,8,63,0,12,4,13,2,4,17.77142857,11.37142857,9.836190476,0.6944,3.1291,0.785714286,1,103.0442857,0
Personal hygiene has taken a front seat. Let's continue these practices post-pandemic. #HygieneMatters,102,2,6.923076923,13,13,4,81,0,12,5,12,0,5,25.78153846,21.06153846,16.24282051,0.6448,13.0238668,1.384615385,10,37.54519231,0
The pandemic has been a wake-up call for the importance of self-care. #SelfCare,79,1,5.153846154,13,13,3,60,0,13,4,12,0,4,17.65538462,20.58461538,9.717692308,0.6448,11.20814326,1.307692308,5,83.00923077,0
Global supply chains have been disrupted. Time to rethink our dependency. #SupplyChainImpact,92,2,6.75,12,12,5,73,0,9,3,11,0,3,24.34666667,12.4,15.11,0.5952,11.20814326,1.083333333,5,66.795,0
"Pakistan China Economic Corridor (#CPEC) is a game-changer for both countries and the region. It will boost trade, connectivity and development.",144,2,5.904761905,21,20,9,108,1,16,7,20,0,7,21.70095238,19.43809524,15.44428571,1.0416,14.55459255,1.333333333,6,71.29178571,0
"#CPEC is not just a road or a pipeline. It is a comprehensive package of energy, infrastructure, industrial and social projects that will benefit millions of people.",165,2,5.148148148,27,23,5,129,1,25,5,26,0,5,17.94074074,20.21481481,13.58,1.3392,15.90318901,1.333333333,8,64.66583333,0
"#CPEC is a win-win cooperation between Pakistan and China. It is based on mutual respect, trust and shared vision for a peaceful and prosperous future.",151,2,5.08,25,21,7,115,1,22,5,24,0,5,17.3472,17.8,12.7032,1.24,13.0238668,1.16,6,75.7075,0
#CPEC is a symbol of the deep friendship and strategic partnership between Pakistan and China. It is also a model for the Belt and Road Initiative (#BRI).,154,2,4.740740741,27,22,13,109,2,19,6,26,0,6,15.54518519,14.28888889,11.66111111,1.3392,8.841846275,0.962962963,3,95.99916667,0
#CPEC is creating thousands of jobs and opportunities for the local people. It is also enhancing the skills and capacities of the Pakistani workforce.,150,2,5.291666667,24,19,6,118,1,21,3,23,0,3,18.48333333,18.13333333,13.41875,1.1904,14.55459255,1.375,6,74.805,0
"#CPEC is improving the quality of life of the people along the corridor. It is providing them with access to electricity, water, health, education and other services.",166,2,5.185185185,27,23,5,129,1,25,6,26,0,6,18.15851852,17.25185185,13.75444444,1.3392,14.55459255,1.259259259,5,80.3325,0
"#CPEC is strengthening the security and stability of Pakistan and the region. It is helping to counter terrorism, extremism and separatism.",139,2,5.666666667,21,17,6,109,1,18,4,20,0,4,20.30095238,21.34285714,14.32285714,1.0416,13.0238668,1.714285714,4,83.3775,0
"#CPEC is promoting regional integration and cooperation. It is connecting Pakistan with China, Central Asia, South Asia, West Asia and Africa.",142,2,5.80952381,21,18,14,102,1,10,6,20,0,6,21.14095238,23.24761905,14.99571429,1.0416,11.20814326,1.095238095,3,91.43464286,0
#CPEC is a long-term and sustainable project. It is not affected by any external factors or pressures. It is progressing smoothly and steadily.,143,3,5.260869565,23,19,6,110,1,21,5,22,0,5,16.8973913,15.24057971,10.66333333,1.1408,13.0238668,1.260869565,3,88.70550725,0
#CPEC is a source of pride and confidence for the Pakistani nation. It is a manifestation of our vision and potential. It is our destiny.,137,3,4.52,25,18,7,102,1,21,4,24,0,4,12.8704,16.13333333,7.605466667,1.24,14.55459255,1.52,3,90.08866667,0
#CPEC is not only about economic benefits. It is also about cultural exchange and people-to-people contacts. It is fostering mutual understanding and friendship between Pakistanis and Chinese.,192,3,6.148148148,27,21,8,152,1,24,6,26,0,6,22.72444444,24.34074074,15.69111111,1.3392,15.90318901,1.777777778,8,53.56666667,0
#CPEC is not a threat to anyone. It is an opportunity for all. It is open and inclusive. It welcomes the participation of other countries and regions.,150,4,4.592592593,27,22,7,112,1,23,5,26,0,5,12.48148148,13.07037037,6.890555556,1.3392,15.90318901,1.074074074,2,93.45041667,0
#CPEC is not a debt trap or a neo-colonial scheme. It is a fair and transparent partnership based on equality and mutual benefit. It respects the sovereignty and interests of Pakistan.,184,3,4.967741935,31,25,7,142,1,28,5,30,0,5,16.23612903,15.74623656,10.93311828,1.5376,14.55459255,1.096774194,4,81.72731183,0
"#CPEC is not a one-way street. It is a two-way flow of goods, services, capital, technology and ideas. It benefits both Pakistan and China equally.",147,3,4.92,25,21,8,106,1,22,9,24,0,9,15.2224,17.73333333,9.489466667,1.24,18.24360595,1.28,7,63.01666667,0
#CPEC is not a static or rigid project. It is a dynamic and flexible one. It adapts to the changing needs and priorities of both sides. It evolves with time.,157,4,4.266666667,30,25,7,116,1,26,5,29,0,5,11.02533333,8.333333333,5.87,1.488,13.0238668,0.766666667,1,97.7025,0
#CPEC is not an isolated or exclusive project. It is part of a larger vision of regional connectivity and global cooperation under the Belt and Road Initiative (#BRI).,167,2,5,28,25,11,123,2,22,6,27,0,6,17.15571429,15.6,13.15714286,1.3888,13.0238668,1,2,105.0035714,0
#CPEC is not just about building roads or bridges. It is about building trust and friendship between two nations that share a common destiny.,141,2,4.916666667,24,21,5,110,1,22,3,23,0,3,16.27833333,18.13333333,11.6525,1.1904,8.841846275,1.166666667,3,92.43,0
#CPEC is not just about today or tomorrow. It is about the future generations of Pakistanis and Chinese who will inherit this legacy of cooperation and development.,164,2,5.111111111,27,23,7,128,1,23,3,26,0,3,17.72296296,23.17777778,13.40555556,1.3392,15.90318901,1.592592593,8,64.66583333,0
#CPEC is not just a dream or a slogan. It is a reality and a success story that inspires confidence and optimism in both countries and beyond.,142,2,4.296296296,27,21,5,108,1,25,3,26,0,3,12.93185185,14.28888889,9.567777778,1.3392,8.841846275,0.925925926,3,95.99916667,0
"#CPEC is not just a corridor or a project. It is a vision or a mission that unites Pakistanis and Chinese in pursuit of a common goal: peace, progress and prosperity",165,1,4.35483871,31,24,7,124,1,27,4,30,0,4,14.54193548,24.01290323,11.08548387,1.5376,8.841846275,1.096774194,9,85.31193548,0
"Creativity is not a talent, but a skill. It? knowing how to use your imagination and your knowledge. #creativity",112,3,4.947368421,19,17,2,87,0,17,5,18,0,5,14.18736842,15.16491228,8.509298246,0.9424,11.20814326,1.263157895,4,75.73298246,0
"Creativity is not a gift, but a choice. It? knowing how to express yourself and your ideas. #creativity",103,3,4.777777778,18,17,2,79,0,16,5,17,0,5,12.91333333,15.73333333,7.475,0.8928,8.841846275,1.166666667,2,92.645,0
"Creativity is not a luxury, but a necessity. It? knowing how to solve problems and find opportunities. #creativity",114,3,5.388888889,18,17,2,90,0,16,5,17,0,5,16.50666667,13.51111111,10.35333333,0.8928,13.0238668,1,5,69.145,0
"Creativity is not a hobby, but a passion. It? knowing how to enjoy yourself and your work. #creativity",102,3,4.722222222,18,17,2,78,0,16,5,17,0,5,12.58666667,15.73333333,7.213333333,0.8928,8.841846275,1.166666667,3,83.245,0
"Creativity is not a competition, but a collaboration. It? knowing how to learn from others and share with others. #creativity",125,3,5.3,20,19,2,99,0,18,5,19,0,5,16.51,10.66666667,10.39883333,0.992,11.20814326,0.8,5,73.16833333,0
"Creativity is not a limit, but a possibility. It? knowing how to think outside the box and inside the box. #creativity",118,3,4.666666667,21,19,2,91,0,19,5,20,0,5,13.01142857,12.32380952,7.638571429,1.0416,8.841846275,0.952380952,2,94.98714286,0
"Creativity is not a mistake, but a lesson. It? knowing how to experiment and improve. #creativity",97,3,5.125,16,15,2,75,0,14,5,15,0,5,14.2975,14.63333333,8.613541667,0.7936,8.841846275,1.125,3,85.09666667,0
"Creativity is not a rule, but a guideline. It? knowing how to follow and break the rules. #creativity",101,3,4.666666667,18,17,2,77,0,16,5,17,0,5,12.26,9.066666667,6.951666667,0.8928,8.841846275,0.722222222,2,87.945,0
"Creativity is not a product, but a process. It? knowing how to plan and execute. #creativity",92,3,4.8125,16,15,2,70,0,14,5,15,0,5,12.46,9.633333333,7.141666667,0.7936,8.841846275,0.75,1,100.9591667,0
"Creativity is not a destination, but a journey. It? knowing how to start and finish. #creativity",96,3,5.0625,16,15,2,74,0,14,5,15,0,5,13.93,12.13333333,8.319166667,0.7936,8.841846275,0.9375,3,85.09666667,0
"Creativity is not only for words, but also for actions. It? about being original and effective. #creativity",107,3,5.352941176,17,16,2,84,0,15,5,16,0,5,15.98588235,16.38431373,9.940392157,0.8432,11.20814326,1.176470588,3,86.6245098,0
"Creativity is not only for yourself, but also for others. It? about being generous and helpful. #creativity",107,3,5.352941176,17,16,2,84,0,15,5,16,0,5,15.98588235,14.03137255,9.940392157,0.8432,11.20814326,1,3,86.6245098,0
"Creativity is not only for the bad times, but also for the good times. It? about being optimistic and playful. #creativity",122,3,4.857142857,21,19,2,95,0,19,5,20,0,5,14.13142857,12.32380952,8.535714286,1.0416,8.841846275,0.904761905,1,103.0442857,0
"Creativity is not only for the easy things, but also for the hard things. It? about being resourceful and resilient. #creativity",128,3,5.142857143,21,19,2,101,0,19,5,20,0,5,15.81142857,14.22857143,9.881428571,1.0416,3.1291,1.047619048,-1,115.13,0
"Creativity is not only for the big things, but also for the small things. It? about being attentive and appreciative. #creativity",129,3,5.19047619,21,19,2,102,0,19,5,20,0,5,16.09142857,12.32380952,10.10571429,1.0416,8.841846275,0.904761905,1,103.0442857,0
"Creativity is not something you learn, but something you practice. It? about being curious and experimental. #creativity",120,3,6.117647059,17,15,2,97,0,15,5,16,0,5,20.48235294,25.79607843,13.54215686,0.8432,13.0238668,1.882352941,7,56.76568627,0
"Creativity is not something you expect, but something you offer. It? about being humble and respectful. #creativity",115,3,5.823529412,17,15,2,92,0,15,5,16,0,5,18.75294118,21.09019608,12.15686275,0.8432,3.1291,1.529411765,4,76.67156863,0
"Creativity is not something you demand, but something you inspire. It? about being influential and positive. #creativity",120,3,6.117647059,17,15,2,97,0,15,5,16,0,5,20.48235294,25.79607843,13.54215686,0.8432,8.841846275,1.882352941,6,61.74215686,0
"Creativity is not something you judge, but something you appreciate. It? about being open and supportive. #creativity",117,3,5.941176471,17,15,2,94,0,15,5,16,0,5,19.44470588,23.44313725,12.71098039,0.8432,11.20814326,1.705882353,7,51.78921569,0
"Creativity is not something you lose, but something you gain. It? about being enriched and enlightened. #creativity",115,3,5.823529412,17,15,2,92,0,15,5,16,0,5,18.75294118,23.44313725,12.15686275,0.8432,11.20814326,1.705882353,6,61.74215686,0
Creation is the process of bringing something new into existence. #creation,75,1,5.909090909,11,11,1,62,0,10,2,10,0,2,21.6,18.94545455,12.57727273,0.5456,8.841846275,1.363636364,2,103.3790909,0
Creation is the result of our imagination. #imagination,55,1,6,8,8,1,45,0,7,2,7,0,2,20.925,18.2,11.77375,0.3968,11.20814326,1.875,8,50.665,0
Creation is the reflection of our personality. #personality,59,1,6.5,8,8,1,49,0,7,2,7,0,2,23.865,23.2,14.12875,0.3968,11.20814326,2.25,7,61.24,0
Creation is the expression of our emotions. #emotions,53,1,5.75,8,8,1,43,0,7,2,7,0,2,19.455,23.2,10.59625,0.3968,11.20814326,2.25,2,92.965,0
Creation is the adventure of our lives. #lives,46,1,4.875,8,8,1,36,0,7,2,7,0,2,14.31,13.2,6.475,0.3968,3.1291,1.5,2,92.965,0
Creation is the gift that we have from God. #gift,49,1,4,10,10,2,36,0,8,2,9,0,2,10.052,8,3.207,0.496,3.1291,0.6,-2,129.005,0
