Account,NumberOfTotalCharactersMean, NumberOfTotalCharactersStd, NumberOfUppercaseCharactersMean,NumberOfUppercaseCharactersStd, NumberOfLowercaseCharactersMean,NumberOfLowercaseCharactersStd, NumberOfSpecialCharactersMean, NumberOfSpecialCharactersStd, NumberOfNumbersMean, NumberOfNumbersStd, NumberOfBlanksMean, NumberOfBlanksStd, NumberOfWordsMean, NumberOfWordsStd, AverageLengthOfWordsMean,AverageLengthOfWordsStd, NumberOfPropositionsMean, NumberOfPropositionsStd, AverageLengthOfPropositionsMean,AverageLengthOfPropositionsStd, NumberOfPunctuationCharactersMean, NumberOfPunctuationCharactersStd, NumberOfLowercaseWordsMean, NumberOfLowercaseWordsStd, NumberOfUppercaseWordsMean,NumberOfUppercaseWordsStd, VocabularyRichnessMean, VocabularyRichnessStd, FleschKincaidGradeLevelMean, FleschKincaidGradeLevelStd, FleschReadingEaseMean,FleschReadingEaseStd, DaleChallReadabilityMean, DaleChallReadabilityStd, AutomatedReadabilityIndexMean, AutomatedReadabilityIndexStd, ColemanLiauIndexMean, ColemanLiauIndexStd, GunningFogMean, GunningFogStd,SMOG(SimpleMeasureOfGobbledygook)Mean,SMOG(SimpleMeasureOfGobbledygook)Std,LinsearWriteMean,LinsearWriteStd,Class
51000,36.96629213,6.248504429,0,0,30.58426966,5.754937282,2.168539326,1.134108124,0,0,4.213483146,0.941811667,5.213483146,0.941811667,6.742696629,1.36285042,1.898876404,0.948623412,3.493146067,1.370200179,2,1.208583533,4.95505618,0.958816128,0,0,0.995842697,0.027511346,8.075280899,5.294353169,45.82696629,38.33252805,10.56359551,4.043193267,13.30674157,5.954184587,15.02393258,6.837167036,9.249101124,6.990097754,0,0,2.651685393,0.958124615,1
51100,36.33695652,6.522998067,0,0,30.72826087,6.068635082,1.608695652,0.806987443,0,0,4,0.780189498,5,0.780189498,6.489130435,1.330266933,1.315217391,0.624314369,4.353152174,1.288084126,1.510869565,0.800741032,5.043478261,1.062329715,0,0,0.99326087,0.037186624,7.679347826,5.458390789,48.76380435,39.54473193,11.57913043,3.874183687,12.57173913,5.856737593,14.88847826,6.881924961,10.02586957,8.202309345,0,0,2.608695652,0.931997874,1
51200,41.26804124,7.475755265,0,0,35.3814433,6.970398824,1.670103093,0.587176531,0,0,4.216494845,0.876106712,5.216494845,0.876106712,7.103298969,1.360503031,1.525773196,0.499335301,3.865979381,1.577083737,1.144329897,0.351423929,5.226804124,0.902518294,0,0,1,0,9.426804124,5.110541268,36.78886598,36.76816201,13.49618557,3.311582748,15.04020619,6.10875086,18.12247423,7.115660967,11.75814433,7.246608496,0,0,3.020618557,1.13727275,1
51300,42.44318182,13.75587309,0,0,36.56818182,11.71226577,1.568181818,0.836598287,0,0,4.306818182,1.653906907,5.306818182,1.653906907,7.136477273,1.164046664,1.420454545,0.764579369,4.154659091,1.052071494,1.284090909,0.602058281,5.295454545,1.659402212,0,0,1,0,9.738636364,4.993915202,34.12147727,35.78569164,13.23943182,3.444764261,15.28181818,5.386294591,18.50238636,6.435772715,11.90386364,6.97892207,0,0,2.872159091,1.076607096,1
51400,77.43181818,14.09125733,0,0,65.14772727,12.67830984,3.5,1.206045378,0,0,8.784090909,1.548084327,9.784090909,1.548084327,7.036363636,1.047581828,2.886363636,0.897367592,3.636363636,0.808527255,2.522727273,1.21521858,9.784090909,1.647648901,0,0,0.988863636,0.035497497,10.1375,4.096265275,34.67681818,29.21575566,13.10477273,2.910573974,15.75340909,4.712072234,18.9425,5.768578927,12.51909091,5.708418551,0,0,4.326704545,1.841888681,1
51500,69.5,12.88733228,0,0,58,11.1579568,3.083333333,1.037491633,0,0,8.416666667,1.705790791,9.416666667,1.705790791,6.465833333,0.891211332,2.666666667,0.745355992,3.770833333,0.895260282,2.083333333,1.037491633,9.25,1.738054468,0,0,0.9825,0.039184393,7.825,3.594469131,51.63833333,27.2231941,11.48333333,1.486788112,13.41666667,3.443794742,16.32333333,4.057041889,10.135,4.965478325,0,0,3.9375,1.279343093,1
51600,64.16666667,15.83918021,0,0,53.74074074,13.42356301,3.074074074,0.919980915,0,0,7.351851852,2.29457821,8.351851852,2.29457821,6.755,1.226725165,2.444444444,0.532870169,3.457962963,0.891748967,2.074074074,0.919980915,8.407407407,2.305536963,0,0,0.997037037,0.015108206,9.677777778,5.983856884,36.90944444,44.10764817,12.81314815,3.078763475,14.68518519,5.398573454,17.36685185,6.320331046,12.04777778,7.133599597,0.162962963,1.186388278,3.682037037,1.434524543,1
51700,58.82474227,16.22776691,0,0,49.92783505,14.04943219,2.927835052,0.763165176,0,0,5.969072165,2.146460084,6.969072165,2.146460084,7.709587629,1.352969942,2.371134021,0.483108227,2.939896907,0.704963982,1.927835052,0.763165176,7.12371134,2.121357919,0,0,0.979381443,0.054029668,11.64329897,5.819092415,21.7456701,41.53161578,12.4642268,3.214052532,17.96907216,5.802583158,21.09804124,6.806224961,13.24762887,6.894728866,0,0,3.708762887,1.60004849,1
51800,63.6091954,8.974236844,0,0,54.67816092,8.289994319,2.655172414,0.932523288,0,0,6.275862069,1.161545296,7.275862069,1.161545296,7.959195402,1.260438911,2.183908046,0.387409185,3.390804598,0.609099993,1.655172414,0.932523288,7.333333333,1.237968921,0,0,0.98045977,0.050215811,12.55172414,5.226014988,17.41528736,38.09236846,13.4162069,3.209904658,19.68735632,5.901603223,23.90275862,7.175057962,13.55321839,6.487559181,0,0,4.525862069,1.296566245,1
51900,86.82051282,16.09805179,0,0,73.61538462,13.81677795,3.448717949,0.956052728,0.205128205,0.965547199,9.551282051,2.140257808,10.55128205,2.140257808,7.501410256,0.749284658,2.205128205,0.434386522,4.915512821,1.22776078,1.653846154,0.874524385,10.52564103,2.182238083,0,0,0.959358974,0.062947673,12.72948718,3.258681068,20.71897436,24.35405814,13.79615385,2.439546632,18.16666667,3.815342397,21.79487179,4.767809459,15.2975641,4.565094766,0,0,6.830128205,2.434887189,1
52000,84.95348837,11.95136168,0,0,70.62790698,10.82207747,3.953488372,1.803787854,0.186046512,0.389144198,10.18604651,1.544017923,11.18604651,1.544017923,7.023488372,0.613104505,1.837209302,0.369174602,6.523255814,2.347570462,1.790697674,1.001351169,11,1.584811631,0,0,0.96,0.06397674,11.27906977,2.913605466,34.15255814,20.70421023,13.30209302,2.626689984,15.81627907,3.317671517,18.72604651,4.13759628,13.61046512,3.32596407,0,0,7.755813953,1.779639672,1
52100,85.4047619,8.952412614,0,0,68.26190476,8.936440976,5.166666667,2.608745974,1.142857143,1.337578277,10.83333333,1.17344967,11.83333333,1.17344967,6.491666667,0.681224097,1.333333333,0.471404521,9.857142857,2.974666276,2.452380952,0.905075134,11,1.327367606,0,0,0.969761905,0.050355313,10.0452381,3.649083537,43.88690476,25.93134787,12.98119048,2.093126168,14.26190476,3.421775672,17.01214286,4.303351704,10.69619048,4.243447583,0,0,7.279761905,1.80459267,1
52200,119.1833333,11.42145885,0,0,100.4,11.00938993,4.916666667,2.223298351,0.533333333,1.071862346,13.33333333,1.490711985,14.33333333,1.490711985,7.533333333,0.861956431,2.433333333,0.495535625,6.086,1.134066723,2.816666667,1.284415128,14.1,1.680277755,0,0,0.966666667,0.049452559,13.79833333,3.633615815,15.30466667,24.05279537,13.7905,2.290107294,18.94166667,4.413852877,22.51966667,5.043413516,13.62766667,4.259118988,0.321666667,1.739165668,8.0265,3.280759986,1
52300,125.94,23.80286537,0,0,106.88,20.20756294,4.52,1.757725803,0.2,0.8,14.34,2.680373108,15.34,2.680373108,7.4594,0.642981835,2.8,0.447213595,5.5304,0.825370123,2.92,1.44,15.54,2.906613149,0,0,0.972,0.038729833,12.258,3.036451218,21.8404,20.052151,13.6712,2.399459639,16.958,3.088824372,20.8816,3.67216577,12.5078,4.085782319,1.306,3.566421736,5.51,2.604268035,1
52400,126.24,22.66632745,0,0,108.92,19.54721464,4.05,1.675559608,0.17,0.775306391,13.1,3.232645975,14.1,3.232645975,8.265,1.066089583,2.36,0.48,6.04,1.185543757,2.48,1.228657804,14.27,3.437600908,0,0,0.9751,0.039837043,16.757,5.412102272,-5.7108,38.03854776,15.6342,2.474602667,22.556,5.641831617,27.1062,7.001272567,18.2033,7.271258771,0.119,1.18403505,9.035,3.634387844,1
52500,87.63,39.60647801,0,0,74.43,33.29361951,3.83,2.195700344,0.53,1.410354565,8.84,4.365134591,9.84,4.365134591,7.9526,1.216490543,2,0,4.92,2.182567296,1.83,1.149391143,9.81,4.270117094,0,0,0.9438,0.083567697,14.117,5.995048874,11.3591,41.37719372,15.5836,2.28593286,21.591,6.041044529,25.301,7.129664999,15.638,7.197469416,0,0,7.63,4.580731383,1
52600,55.97916667,9.586208808,0,0,48.42708333,9.148935266,2.166666667,0.372677996,0,0,5.385416667,1.11214687,6.385416667,1.11214687,7.928541667,1.589982298,2,0,3.192708333,0.556073435,1.166666667,0.372677996,6.489583333,1.181407985,0,0,0.9490625,0.080325874,13.01145833,7.072097016,13.175,51.36363104,14.70114583,2.92706582,19.79270833,7.517857141,24.19416667,9.135473632,12.90364583,7.447221814,0,0,4.192708333,1.390761541,1
52700,50.33333333,7.867591112,0,0,42.56565657,7.24904956,2.222222222,0.41573971,0,0,5.545454545,0.794841033,6.545454545,0.794841033,6.601616162,0.864257382,2,0,3.272727273,0.397420517,1.222222222,0.41573971,6.636363636,0.846317578,0,0,0.961919192,0.071811717,7.63030303,4.102560288,52.10111111,29.39996213,12.42292929,3.689063622,14.13939394,4.069616868,17.34676768,4.903200321,8.177272727,5.864631503,0,0,3.333333333,1.096366819,1
52800,51.86904762,9.131029987,0,0,43.97619048,8.363720109,2.25,0.433012702,0,0,5.642857143,0.921216292,6.642857143,0.921216292,6.720357143,1.034861903,2,0,3.321428571,0.460608146,1.25,0.433012702,6.738095238,0.952678525,0,0,0.949404762,0.078412086,8.822619048,4.361775283,43.68464286,31.55334517,12.18559524,3.521358758,14.80119048,4.882292934,18.14821429,5.772270569,9.401190476,6.133073184,0,0,3.583333333,1.164538876,1
52900,59.9047619,8.201266425,0,0,51.34920635,7.607762807,2.174603175,0.419360153,0,0,6.380952381,0.805311168,7.380952381,0.805311168,7.014761905,0.829422934,2,0,3.69047619,0.402655584,1.174603175,0.419360153,7.507936508,0.906292217,0,0,0.964761905,0.06145994,10.17301587,4.071550789,35.38079365,29.32675642,13.23888889,2.783300605,16.50634921,3.833141735,20.57444444,4.696104356,11.52539683,5.508412563,0,0,4.404761905,1.233967478,1
53000,99.16666667,9.826268649,0,0,85.91666667,9.09173923,2.833333333,0.687184271,0,0,10.41666667,1.114924013,11.41666667,1.114924013,7.68,0.807098713,2,0,5.708333333,0.557462007,1.833333333,0.687184271,11.45833333,1.117257306,0,0,0.965416667,0.045275008,15.37083333,3.582070999,5.248333333,26.56962734,14.77875,1.934641036,21.07083333,3.647999357,25.47708333,4.645685704,17.27208333,4.978492894,0,0,9.166666667,2.008661799,1
53200,117.9545455,8.911061934,0,0,103.3181818,8.698936004,3.545454545,1.269476368,0,0,11.09090909,1.124483352,12.09090909,1.124483352,8.656363636,1.014900557,2.045454545,0.208298895,5.939545455,0.591165853,2.545454545,1.269476368,12.13636364,1.217129804,0,0,0.974090909,0.037978354,20.16818182,4.27672202,-28.81954545,30.79153064,17.78727273,1.294889191,26.34545455,4.67893998,31.49818182,6.014934925,23.465,5.336456732,0.440909091,2.020499284,11.30318182,2.507866508,1
53700,95.375,14.42455227,0,0,81.5,13.10534242,3.583333333,0.909059343,0,0,10.29166667,1.457142371,11.29166667,1.457142371,7.397083333,0.862160461,2.666666667,0.471404521,4.382083333,1.031220875,2.625,0.856956825,11.45833333,1.499421185,0,0,0.950833333,0.049574579,11.84166667,3.623869556,25.19166667,26.07300227,13.67166667,3.085389855,18.44583333,4.652775083,22.2925,5.537164023,13.44708333,5.783231132,0,0,5.677083333,2.486923265,1
54000,73.47058824,9.768603049,0,0,62.76470588,8.788558148,3.176470588,0.616946381,0,0,7.529411765,1.288758959,8.529411765,1.288758959,7.821764706,0.824044797,2.764705882,0.424182503,3.147058824,0.590789748,2.176470588,0.616946381,8.588235294,1.457589611,0,0,1,0,11.13529412,5.450411876,25.72117647,38.13621467,13.19470588,3.008022836,18.24705882,4.657456722,21.77411765,5.542999887,13.01,7.118058228,0,0,3.720588235,1.977599468,1
54100,88.04,20.09821883,0,0,71.82,17.40711349,5.42,2.569747069,0.68,1.448309359,10.12,2.405327421,11.12,2.405327421,7.3469,1.053131231,3.34,0.827284715,3.7552,1.113096114,4.11,2.370210961,10.28,2.285082055,0,0,0.986,0.036523965,12.595,5.151550737,21.8195,36.48169945,14.5145,2.577594373,18.892,5.081509225,21.6312,6.192192387,14.5175,6.686003047,0,0,7.24,3.243054116,1
54200,44.1010101,26.34675337,0,0,33.37373737,20.74792717,4.96969697,3.073032081,0.424242424,0.805171531,5.333333333,3.33938844,6.333333333,3.33938844,6.851515152,1.449024307,3.181818182,0.701565873,2.440909091,0.695258241,4.171717172,2.064810525,5.080808081,3.099940591,0,0,0.994141414,0.025584485,9.472727273,7.334088366,36.66666667,52.84273934,15.02686869,4.757957215,17.44242424,7.88832523,13.32979798,9.443741766,10.14939394,9.461570739,0,0,3.318181818,2.555894895,1
54300,21.9,6.778642932,0,0,15.5,5.324471805,4.11,1.642528539,0,0,2.29,0.79113842,3.29,0.79113842,6.9692,1.550424897,2.8,0.424264069,1.8276,0.286231095,4.11,1.642528539,2.33,0.825287829,0,0,1,0,7.904,6.695549567,42.4178,47.90973015,13.0359,6.784630586,21.31,8.322289348,9.4992,9.963203569,8.649,11.59014336,0,0,1.125,0.804285397,1
54400,66.49,17.12162083,0,0,51.99,14.45786637,6.82,1.722672343,0,0,7.68,2.20399637,8.68,2.20399637,6.906,0.801221567,4.02,0.468614981,2.6454,0.40832443,6.82,1.722672343,7.86,2.362287027,0,0,0.9965,0.020217567,10.037,3.368283094,35.7803,24.25703327,14.0836,3.140851324,18.806,4.294853199,19.0466,5.090866571,11.261,5.353711703,0,0,4.64,1.785119044,1
54500,94.96,11.89699122,0,0,77.71,10.5055176,6.18,0.952680429,0,0,11.07,1.3802536,12.07,1.3802536,7.1903,0.643589085,4.46,0.518073354,3.1785,0.357019257,6.18,0.952680429,11.14,1.407266855,0,0,0.9929,0.024178296,12.615,3.773045852,19.8352,25.7397046,14.61,2.196898268,18.565,3.498810512,21.1636,4.003651963,15.1525,5.744226906,0,0,6.54,2.841812802,1
54600,98.2,12.54432142,0,0,80.9,11.0440029,6.25,0.920597632,0,0,11.05,1.645448267,12.05,1.645448267,7.4674,0.725659176,4.04,0.195959179,3.4845,0.432879602,6.25,0.920597632,11.11,1.624161322,0,0,0.9803,0.037721479,15.272,3.938377331,4.8982,28.23963663,15.9091,2.296738599,21.417,3.456415918,24.108,4.18030597,18.5411,5.518323458,0,0,9.365,2.601542811,1
54700,104.42,10.29774733,0,0,86.54,9.053640152,6.24,0.788923317,0,0,11.64,1.352922762,12.64,1.352922762,7.5694,0.691217506,4,0,3.66,0.338230691,6.24,0.788923317,11.66,1.35070352,0,0,0.9774,0.036431305,15.978,2.827669712,1.2832,20.54522771,16.0374,1.891676304,22.154,3.029535278,24.9994,3.732866679,19.1806,5.354337087,0,0,10.4,2.328089345,1
54800,110.4927536,13.50965644,0,0,92.05797101,12.34631208,6.594202899,1.02602145,0.014492754,0.119510308,11.82608696,1.262118322,12.82608696,1.262118322,7.983623188,0.910193435,4,0,3.706521739,0.315529581,6.594202899,1.02602145,11.88405797,1.280129431,0,0,0.995507246,0.018220567,17.75797101,4.089768279,-11.15478261,29.4414759,16.6,2.178602131,23.91304348,4.196268634,26.98289855,5.000813876,21.94275362,6.684097044,0,0,11.35507246,2.489254369,1
54900,122.58,11.14107715,0,0,102.78,10.20448921,7.14,1.02,0,0,12.66,1.210123961,13.66,1.210123961,8.2689,0.627827835,4,0,3.915,0.30253099,7.14,1.02,12.71,1.20245582,0,0,0.9961,0.017023219,19.888,3.80203314,-24.9653,27.30639103,17.2976,1.687836556,25.921,2.979573627,29.0594,3.69562412,24.342,5.780915498,0,0,13,2.241651177,1
55000,140.35,14.01454601,0,0,118.65,12.58520957,7.53,1.4659809,0,0,14.17,1.490335533,15.17,1.490335533,8.4838,0.637182517,4,0,4.2925,0.372583883,7.53,1.4659809,14.17,1.490335533,0,0,0.9874,0.028831233,21.812,3.693813206,-36.0587,26.72101396,17.7507,1.671570672,27.731,3.072480919,30.7837,3.767151618,26.2727,5.270369599,0,0,15.055,2.35467089,1
55100,143.5757576,18.34467468,0,0,119.8282828,17.37293867,8.414141414,1.32581289,0.01010101,0.099994898,15.32323232,1.434272299,16.32323232,1.434272299,7.958383838,0.752619274,4,0,4.580808081,0.358568075,8.414141414,1.32581289,15.38383838,1.404948475,0,0,0.99020202,0.023267431,18.24444444,4.976555586,-8.428686869,34.78490032,16.81272727,1.928101499,25.62525253,3.582627652,27.52242424,4.37010808,21.20828283,6.50821331,0,0,14.22222222,3.075828066,1
55200,137.0875,10.06999721,0,0,112.7375,9.302880938,9.2,1.17686023,0.025,0.22220486,15.125,0.966630746,16.125,0.966630746,7.595,0.530282943,4,0,4.53125,0.241657687,9.2,1.17686023,15.1875,1.013579671,0,0,0.989625,0.02477114,15.3725,3.128896571,11.812,22.5166286,15.947625,1.835488521,24.16,2.479899191,25.492125,2.972218319,17.393875,4.892874537,0,0,12.775,2.118224492,1
55300,138.9888889,8.910037342,0,0,114.5111111,8.094229007,8.933333333,1.2,0,0,15.54444444,1.156249791,16.54444444,1.156249791,7.522,0.601123393,4,0,4.636111111,0.289062448,8.933333333,1.2,15.7,1.268857754,0,0,0.986333333,0.029644186,15.49444444,2.736719898,11.70444444,19.97646827,15.82777778,1.550319521,23.87555556,2.519581584,25.12966667,3.057686289,16.89166667,4.60936179,0,0,12.82777778,1.986287871,1
55400,134.6393443,9.617321782,0,0,110.8852459,8.979207969,8.819672131,0.839753998,0,0,14.93442623,0.955893753,15.93442623,0.955893753,7.545409836,0.564253674,4,0,4.483606557,0.238973438,8.819672131,0.839753998,15.09836066,1.051227511,0,0,0.987704918,0.02882357,15.38852459,3.316382503,11.38032787,23.69850773,16.09901639,1.56253546,23.84918033,2.463612099,25.29934426,3.000249645,16.95967213,4.995336831,0,0,12.42622951,2.052259981,1
55500,82.61538462,11.24577501,0,0,68.11538462,10.59508929,5.115384615,0.750739281,0,0,9.384615385,1.17920844,10.38461538,1.17920844,7.584230769,0.921224825,4.461538462,0.570476807,2.608461538,0.335727595,4.307692308,0.951485914,9.5,1.308257796,0,0,1,0,11.11538462,4.008327131,28.11576923,28.05500739,14.54307692,2.264511782,19.01538462,4.257815647,21.78846154,5.445234114,13.96807692,6.244808317,0,0,5.182692308,2.360082394,1
55600,57.51020408,31.67347596,0,0,47.53061224,26.29627276,3.673469388,2.315764564,0,0,6.306122449,3.646099854,7.306122449,3.646099854,7.082653061,1.359857099,2.836734694,1.682405212,3.021326531,0.857907561,3.234693878,2.079055027,6.959183673,3.25738836,0,0,0.992142857,0.040133705,8.651020408,5.887313321,43.15969388,40.33321957,11.92387755,5.471224284,15.75408163,7.515129887,16.92295918,9.464238836,9.081836735,7.223094954,0,0,3.573979592,2.685516991,1
55700,27.32653061,6.374015346,0,0,22.87755102,5.494459744,1.673469388,0.510612082,0,0,2.775510204,0.83946791,3.775510204,0.83946791,6.348163265,1.188996616,1,0,3.775510204,0.83946791,1.673469388,0.510612082,4.204081633,1.177676575,0,0,0.988163265,0.057946966,6.489795918,6.136915562,55.21285714,44.10863991,9.976734694,5.923687278,11.43877551,5.448415472,11.46734694,6.524591089,7.700204082,7.500557936,0,0,1.602040816,0.814283157,1
55800,30.91891892,7.30190045,0,0,25.97297297,6.126973974,1.594594595,0.634991358,0,0,3.351351351,1.095845131,4.351351351,1.095845131,6.431081081,0.950583843,1,0,4.351351351,1.095845131,1.594594595,0.634991358,4.702702703,1.372802713,0,0,0.984324324,0.06623221,6.383783784,5.427284101,56.99891892,39.17761328,10.19864865,3.97287163,10.93513514,3.662019544,11.84864865,4.773456542,6.587027027,5.873746843,0,0,1.851351351,0.861055801,1
55900,36.8556701,7.988380338,0,0,31.49484536,7.272492605,1.865979381,0.636175201,0,0,3.494845361,0.898150578,4.494845361,0.898150578,7.491134021,1.571427794,1.453608247,0.497843153,3.489690722,1.382846648,1.412371134,0.621812736,4.701030928,1.085660504,0,0,0.982680412,0.063188728,10.27835052,6.629895224,29.40969072,47.97500106,12.22061856,4.401376733,16.40618557,7.350696922,18.68051546,8.380059465,10.88381443,8.31409441,0,0,2.443298969,1.027649426,1
56000,48.28571429,6.795857081,0,0,41.79591837,6.380709422,2.326530612,0.549127512,0,0,4.163265306,0.853490762,5.163265306,0.853490762,8.745204082,1.569645891,1.979591837,0.141391903,2.62244898,0.47948327,1.336734694,0.552247311,5.326530612,1.057292559,0,0,0.99622449,0.026245128,14.55816327,6.994326031,-0.066836735,50.87947222,14.0744898,3.745723581,22.23265306,7.34019929,26.19102041,8.49085985,17.34622449,8.73197099,0,0,3.642857143,1.090309823,1
56100,50.29032258,11.98796946,0,0,43.74193548,10.28612514,2.322580645,0.750072259,0.010752688,0.103136162,4.215053763,1.612114502,5.215053763,1.612114502,8.987204301,1.583279817,2.129032258,0.4913402,2.453333333,0.510016515,1.322580645,0.750072259,5.279569892,1.608883881,0,0,0.994623656,0.036265424,16.3311828,7.206179822,-13.22010753,52.18706,14.76021505,3.667707373,24.00322581,7.118919992,28.15741935,8.248168895,18.60236559,9.123276317,0,0,3.626344086,1.217382866,1
56200,85.92,12.93420272,0,0,73.56,11.83327512,3.26,1.128007092,0.14,0.663626401,8.96,1.496128337,9.96,1.496128337,7.9166,1.103632384,2.68,0.71944423,3.9086,0.892657852,2.23,1.103222552,10.13,1.572609297,0,0,0.9799,0.049989899,14.111,5.193108799,6.9471,36.83037215,13.4449,2.77597136,19.117,5.364775019,23.2217,6.641709427,15.2554,6.356216079,0.271,1.553016098,5.3742,2.4152984,1
56300,80.0375,19.91007518,0,0,68.525,17.43844531,3.25,1.198957881,0.0625,0.365504788,8.2,2.420743687,9.2,2.420743687,7.964625,1.197361624,2.475,0.631961233,3.764875,1.028387079,2.1875,1.162903156,9.4875,2.659857844,0,0,0.956375,0.067532284,15.465,6.144491435,-3.3685,44.60357444,13.597625,2.932139681,19.84625,6.029924207,23.052625,7.055854439,17.728125,8.378143305,0.13125,1.166575517,5.54275,2.952859197,1
56400,39.70689655,13.74272048,0,0,33.84482759,11.68229094,2.103448276,0.687064098,0,0,3.75862069,1.896551724,4.75862069,1.896551724,8.099827586,2.409760677,1.896551724,0.402134613,2.410862069,0.804813717,1.103448276,0.687064098,4.793103448,1.909672482,0,0,0.923965517,0.125984942,12.94137931,10.06835319,10.6937931,73.93421306,11.23258621,5.175114711,19.98275862,11.42272596,20.04672414,10.02542671,11.96862069,11.29313653,0,0,2.409482759,1.477342001,1
56500,42.33684211,8.259744518,0,0,36.8,7.885496347,2.094736842,0.32682473,0,0,3.442105263,0.749958448,4.442105263,0.749958448,8.679684211,1.742794763,2,0,2.221052632,0.374979224,1.094736842,0.32682473,4.463157895,0.751286984,0,0,0.936,0.115132875,15.38315789,9.070317729,-7.305789474,65.30183264,13.22210526,3.981752033,22.52736842,8.106844958,25.93336842,9.708291476,16.38421053,10.49521019,0,0,2.978947368,1.252189219,1
56600,41.72093023,8.127832119,0,0,35.90697674,7.575400683,2.11627907,0.386354598,0,0,3.697674419,0.876963146,4.697674419,0.876963146,8.013023256,1.33355014,2,0,2.348837209,0.438481573,1.11627907,0.386354598,4.697674419,0.876963146,0,0,0.916744186,0.115471147,13.54883721,6.887108689,6.304883721,49.61576566,12.56767442,3.184040754,19.49302326,6.341021682,22.48418605,7.520457752,13.79674419,8.03769628,0,0,3,1.156377664,1
